Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Day],Item.[Item],D Base Forecast LC,D Base Forecast Quantity,D Base Forecast Supply Code,D Buff1 Forecast Quantity,D Buff2 Forecast Quantity,D Forecast Delivery Policy,D Forecast Early Capacity Layer Least,D Forecast Early Capacity Layer Max,D Forecast Fixed Stock Consumption Early Date,D Forecast Fixed Stock Consumption Late Date,D Forecast Force ICMP,D Forecast Is Fixed,D Forecast Is No Fair Share,D Forecast Late Capacity Layer Least,D Forecast Late Capacity Layer Max,D Forecast Quantity Policy,D Forecast Reduce Lead Time,D Is Stock Redevour Forecast
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-LATAM,2025-09-22,NK-JORDAN-BLK-11,108594.28,1299,SUPP-04,178,26,Priority,779,1169,2025-09-18,2025-09-26,1,1,0,909,1299,Flexible,0,1
Consensus_v1,DC-Tokyo-JP,DTC-eComm-NA,2025-02-10,NK-KD-WHT-13,609016.59,2218,SUPP-04,157,169,Standard,1330,1996,2025-02-05,2025-02-14,0,1,0,1552,2218,Min-Max,0,0
Consensus_v2,DC-Portland-OR,Wholesale-MEA,2025-09-08,NK-KD-WHT-M,532704.61,1927,SUPP-02,120,121,Priority,1156,1734,2025-09-02,2025-09-12,0,0,0,1348,1927,Fixed,0,0
Consensus_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2025-02-17,NK-ALPHAFLY-OGR-XL,278432.58,1951,SUPP-03,153,77,Express,1170,1755,2025-02-13,2025-02-18,0,0,0,1365,1951,Fixed,1,0
Consensus_v1,DC-Shanghai-CN,Retail-EMEA,2025-08-04,NK-DUNK-GRN-10,43719.55,171,SUPP-03,16,5,Express,102,153,2025-08-01,2025-08-08,0,1,0,119,171,Flexible,1,1
Baseline_v2,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2025-11-17,NK-LEBRON-GRN-13,83667.89,309,SUPP-05,25,17,Standard,185,278,2025-11-12,2025-11-20,0,0,0,216,309,Min-Max,1,0
Consensus_v1,DC-Shanghai-CN,Retail-APAC,2025-06-09,NK-FREE-RN-PPL-S,200309.26,1566,SUPP-05,153,115,Economy,939,1409,2025-06-05,2025-06-11,0,0,1,1096,1566,Capped,0,0
Consensus_v1,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-05-26,NK-AIR-MAX-BLU-XL,703011.02,2659,SUPP-01,247,119,Express,1595,2393,2025-05-23,2025-05-29,0,0,0,1861,2659,Flexible,1,0
Baseline_v1,DC-Portland-OR,DTC-eComm-EMEA,2025-03-17,NK-JORDAN-GLD-M,46712.8,369,SUPP-03,18,25,Express,221,332,2025-03-12,2025-03-21,0,0,0,258,369,Flexible,0,0
Baseline_v1,DC-Dubai-UAE,Wholesale-APAC,2025-08-04,NK-KD-BLU-7,104381.13,595,SUPP-05,43,33,Priority,357,535,2025-07-30,2025-08-06,0,0,0,416,595,Flexible,0,0
Consensus_v1,DC-Memphis-TN,Wholesale-MEA,2025-06-30,NK-CORTEZ-OGR-S,368961.21,2321,SUPP-02,268,130,Economy,1392,2088,2025-06-24,2025-07-03,0,1,0,1624,2321,Capped,1,1
OP_Plan_2025,DC-Shanghai-CN,DTC-eComm-NA,2025-05-12,NK-AIR-MAX-RED-11,166746.66,668,SUPP-05,82,42,Economy,400,601,2025-05-09,2025-05-16,1,0,0,467,668,Fixed,0,0
Consensus_v2,DC-Johannesburg-ZA,DTC-eComm-NA,2025-07-21,NK-LEBRON-GRN-L,173620.87,877,SUPP-01,68,30,Priority,526,789,2025-07-18,2025-07-22,0,0,0,613,877,Flexible,0,0
Consensus_v2,DC-Sao-Paulo-BR,Wholesale-APAC,2025-12-15,NK-HUARACHE-PPL-XL,579055.81,2792,SUPP-05,298,91,Economy,1675,2512,2025-12-11,2025-12-17,0,0,1,1954,2792,Min-Max,0,0
Baseline_v1,DC-Sao-Paulo-BR,Retail-EMEA,2025-12-01,NK-LEBRON-GLD-12,670607.35,2297,SUPP-01,194,161,Economy,1378,2067,2025-11-27,2025-12-05,0,0,0,1607,2297,Fixed,0,1
OP_Plan_2025,DC-Shanghai-CN,Wholesale-APAC,2025-04-14,NK-CORTEZ-BLU-10,208799.64,1824,SUPP-01,206,72,Express,1094,1641,2025-04-10,2025-04-18,0,1,0,1276,1824,Min-Max,0,0
OP_Plan_2025,DC-Tokyo-JP,DTC-eComm-EMEA,2025-09-22,NK-KD-WHT-XXL,85750.2,316,SUPP-05,17,25,Express,189,284,2025-09-16,2025-09-26,0,0,0,221,316,Min-Max,1,0
OP_Plan_2025,DC-Portland-OR,Wholesale-LATAM,2025-12-22,NK-HUARACHE-OGR-11,374864.11,1441,SUPP-02,80,66,Standard,864,1296,2025-12-18,2025-12-23,0,0,0,1008,1441,Fixed,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-10-06,NK-KD-RED-11,127356.24,538,SUPP-01,70,38,Priority,322,484,2025-10-03,2025-10-07,1,0,0,376,538,Min-Max,0,0
Baseline_v1,DC-Laakdal-BE,Wholesale-MEA,2025-08-11,NK-BLAZER-OGR-7,237672.1,1212,SUPP-05,167,32,Express,727,1090,2025-08-07,2025-08-12,0,1,0,848,1212,Min-Max,1,0
Baseline_v2,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-07-21,NK-REACT-OGR-13,409875.03,1938,SUPP-03,151,107,Priority,1162,1744,2025-07-18,2025-07-24,0,1,0,1356,1938,Min-Max,1,0
Baseline_v2,DC-Portland-OR,Retail-APAC,2025-06-16,NK-FREE-RN-GLD-7,662668.37,2913,SUPP-05,372,189,Standard,1747,2621,2025-06-12,2025-06-18,0,1,0,2039,2913,Capped,1,0
Baseline_v2,DC-Shanghai-CN,DTC-eComm-EMEA,2025-12-01,NK-JORDAN-NVY-13,121589.97,1195,SUPP-01,155,44,Priority,717,1075,2025-11-27,2025-12-02,0,0,1,836,1195,Flexible,0,0
Consensus_v1,DC-Laakdal-BE,Wholesale-APAC,2025-03-10,NK-ALPHAFLY-GRY-11,121988.89,1730,SUPP-02,109,125,Priority,1038,1557,2025-03-07,2025-03-14,0,1,1,1211,1730,Min-Max,0,0
Baseline_v1,DC-Tokyo-JP,DTC-Stores-NA,2025-01-13,NK-LEBRON-PPL-L,325756.14,2069,SUPP-03,288,98,Express,1241,1862,2025-01-07,2025-01-14,0,1,0,1448,2069,Capped,0,1
Consensus_v2,DC-Dubai-UAE,DTC-Stores-NA,2025-12-22,NK-VAPORFLY-GLD-XL,621038.07,2895,SUPP-03,257,166,Economy,1737,2605,2025-12-18,2025-12-26,0,0,0,2026,2895,Capped,0,0
Baseline_v1,DC-Memphis-TN,DTC-eComm-NA,2025-12-15,NK-BLAZER-BLU-7,93636.56,363,SUPP-03,40,13,Priority,217,326,2025-12-12,2025-12-19,0,0,0,254,363,Min-Max,0,0
Consensus_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2025-01-13,NK-LEGGING-EPIC-GRY-XL,658528.24,2726,SUPP-04,276,117,Express,1635,2453,2025-01-10,2025-01-16,1,1,0,1908,2726,Capped,1,0
Baseline_v2,DC-Dubai-UAE,Wholesale-NA,2025-05-12,NK-LEBRON-GRN-XL,141372.46,542,SUPP-02,75,38,Priority,325,487,2025-05-08,2025-05-14,0,0,0,379,542,Capped,1,0
Baseline_v2,DC-Memphis-TN,DTC-eComm-EMEA,2025-02-24,NK-LEGGING-EPIC-NVY-XL,265294.95,1513,SUPP-04,134,73,Express,907,1361,2025-02-20,2025-02-27,0,0,1,1059,1513,Flexible,1,0
Baseline_v2,DC-Portland-OR,Wholesale-MEA,2025-09-08,NK-FREE-RN-GRY-S,452439.67,1722,SUPP-03,176,60,Economy,1033,1549,2025-09-03,2025-09-10,0,0,0,1205,1722,Capped,0,0
Consensus_v2,DC-Dubai-UAE,DTC-Stores-EMEA,2025-08-18,NK-VAPORFLY-GRN-XL,560708.72,2915,SUPP-05,422,163,Express,1749,2623,2025-08-13,2025-08-19,0,1,0,2040,2915,Fixed,0,0
Baseline_v1,DC-Portland-OR,DTC-Stores-NA,2025-07-28,NK-CORTEZ-PPL-L,189073.17,1996,SUPP-02,103,73,Economy,1197,1796,2025-07-25,2025-07-30,0,0,0,1397,1996,Fixed,0,0
Baseline_v1,DC-Memphis-TN,DTC-eComm-EMEA,2025-05-05,NK-HUARACHE-NVY-11,181230.2,2485,SUPP-01,295,77,Express,1491,2236,2025-05-01,2025-05-07,0,0,1,1739,2485,Flexible,1,0
Baseline_v2,DC-Tokyo-JP,Retail-APAC,2025-01-27,NK-FREE-RN-GRY-11,290626.45,2117,SUPP-05,244,45,Priority,1270,1905,2025-01-21,2025-01-28,0,0,0,1481,2117,Min-Max,0,0
Consensus_v2,DC-Dubai-UAE,DTC-Stores-NA,2025-12-22,NK-JORDAN-PPL-XL,364390.48,2120,SUPP-02,252,99,Economy,1272,1908,2025-12-19,2025-12-25,0,0,0,1484,2120,Flexible,0,0
OP_Plan_2025,DC-Dubai-UAE,DTC-Stores-EMEA,2025-11-03,NK-VAPORFLY-GRN-13,193957.3,960,SUPP-01,79,29,Economy,576,864,2025-10-28,2025-11-06,0,0,0,672,960,Capped,1,0
Baseline_v1,DC-Dubai-UAE,DTC-eComm-NA,2025-12-29,NK-ZOOM-PEGA-BLU-10,583532.3,2540,SUPP-05,237,86,Economy,1524,2286,2025-12-25,2026-01-01,0,0,0,1778,2540,Min-Max,0,0
Consensus_v1,DC-Portland-OR,Wholesale-APAC,2025-08-11,NK-ZOOM-PEGA-RED-L,83418.7,1006,SUPP-02,66,56,Express,603,905,2025-08-05,2025-08-15,1,1,0,704,1006,Fixed,0,0
Consensus_v1,DC-Portland-OR,Wholesale-NA,2025-09-15,NK-CORTEZ-GRN-XXL,110448.22,429,SUPP-03,42,15,Standard,257,386,2025-09-09,2025-09-17,0,1,0,300,429,Min-Max,0,0
Consensus_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-12-01,NK-ALPHAFLY-RED-7,327974.77,2828,SUPP-02,271,62,Express,1696,2545,2025-11-25,2025-12-03,0,0,0,1979,2828,Min-Max,1,1
Baseline_v1,DC-Shanghai-CN,Wholesale-NA,2025-06-02,NK-AIR-MAX-OGR-12,111463.19,533,SUPP-01,72,17,Priority,319,479,2025-05-30,2025-06-05,0,0,0,373,533,Min-Max,0,0
OP_Plan_2025,DC-Portland-OR,Wholesale-LATAM,2025-09-29,NK-REACT-RED-11,236024.74,2506,SUPP-02,300,148,Express,1503,2255,2025-09-24,2025-10-01,0,0,0,1754,2506,Flexible,0,0
Baseline_v2,DC-Shanghai-CN,DTC-Stores-NA,2025-01-20,NK-BLAZER-RED-XL,156413.27,1073,SUPP-04,113,69,Standard,643,965,2025-01-16,2025-01-23,0,1,0,751,1073,Flexible,0,0
Consensus_v2,DC-Johannesburg-ZA,Retail-APAC,2025-08-25,NK-BACKPACK-BRSLA-NVY,193566.13,2982,SUPP-04,367,81,Priority,1789,2683,2025-08-20,2025-08-27,0,0,1,2087,2982,Fixed,0,0
Baseline_v2,DC-Memphis-TN,DTC-eComm-EMEA,2025-06-23,NK-AIR-MAX-RED-XXL,114196.83,637,SUPP-03,60,28,Standard,382,573,2025-06-18,2025-06-26,0,0,0,445,637,Flexible,0,0
Baseline_v2,DC-Johannesburg-ZA,Retail-APAC,2025-06-02,NK-FREE-RN-BLK-13,120617.7,1407,SUPP-04,161,30,Priority,844,1266,2025-05-30,2025-06-05,1,0,0,984,1407,Min-Max,0,0
Baseline_v2,DC-Dubai-UAE,DTC-eComm-NA,2025-02-17,NK-JORDAN-OGR-7,653662.84,2460,SUPP-02,265,158,Standard,1476,2214,2025-02-12,2025-02-21,0,1,1,1722,2460,Min-Max,1,0
OP_Plan_2025,DC-Dubai-UAE,DTC-Stores-EMEA,2025-11-03,NK-REACT-GLD-S,609932.82,2156,SUPP-01,217,105,Priority,1293,1940,2025-10-31,2025-11-04,0,0,0,1509,2156,Capped,0,0
Baseline_v2,DC-Shanghai-CN,DTC-eComm-EMEA,2025-01-13,NK-METCON-PPL-9,190635.47,950,SUPP-03,67,52,Express,570,855,2025-01-10,2025-01-15,0,0,0,665,950,Min-Max,0,1
Baseline_v1,DC-Tokyo-JP,Wholesale-APAC,2025-04-07,NK-POLO-DRI-GRY-S,79476.7,384,SUPP-02,32,13,Economy,230,345,2025-04-01,2025-04-10,0,0,0,268,384,Fixed,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-NA,2025-02-24,NK-ALPHAFLY-RED-12,724914.34,2659,SUPP-02,323,128,Priority,1595,2393,2025-02-21,2025-02-27,0,0,0,1861,2659,Capped,0,0
Baseline_v1,DC-Portland-OR,DTC-eComm-NA,2025-02-10,NK-DUNK-GLD-11,60400.23,727,SUPP-01,55,29,Express,436,654,2025-02-07,2025-02-14,1,0,0,508,727,Min-Max,0,0
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-NA,2025-07-07,NK-BLAZER-PPL-S,677867.13,2854,SUPP-03,302,213,Economy,1712,2568,2025-07-01,2025-07-09,0,0,0,1997,2854,Min-Max,0,0
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-MEA,2025-05-26,NK-REACT-GLD-XL,52724.47,262,SUPP-01,32,12,Priority,157,235,2025-05-22,2025-05-27,0,0,0,183,262,Min-Max,0,1
Baseline_v1,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2025-07-14,NK-VAPORFLY-GRY-11,312630.14,1182,SUPP-01,70,35,Standard,709,1063,2025-07-09,2025-07-16,1,1,0,827,1182,Min-Max,1,0
Baseline_v2,DC-Laakdal-BE,DTC-eComm-NA,2025-09-08,NK-AIR-MAX-GLD-XXL,403058.21,2063,SUPP-05,123,127,Express,1237,1856,2025-09-03,2025-09-10,0,0,0,1444,2063,Flexible,0,0
Baseline_v2,DC-Tokyo-JP,DTC-eComm-NA,2025-06-16,NK-AIR-FORCE-BLK-11,294899.13,1996,SUPP-02,134,156,Economy,1197,1796,2025-06-10,2025-06-17,0,1,0,1397,1996,Flexible,0,1
Consensus_v2,DC-Dubai-UAE,Retail-EMEA,2025-01-06,NK-METCON-OGR-9,79088.06,1213,SUPP-05,124,47,Priority,727,1091,2025-01-02,2025-01-08,0,1,0,849,1213,Flexible,1,0
Consensus_v2,DC-Tokyo-JP,DTC-Stores-NA,2025-07-21,NK-BLAZER-BLU-S,45030.29,160,SUPP-03,12,9,Economy,96,144,2025-07-17,2025-07-24,0,0,0,112,160,Capped,0,0
Consensus_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2025-06-09,NK-DUNK-OGR-M,165223.25,2277,SUPP-02,326,150,Express,1366,2049,2025-06-06,2025-06-10,0,0,0,1593,2277,Min-Max,0,0
Baseline_v1,DC-Johannesburg-ZA,Retail-EMEA,2025-03-10,NK-KD-GRY-M,438216.38,2287,SUPP-05,162,174,Economy,1372,2058,2025-03-06,2025-03-14,0,1,0,1600,2287,Capped,0,0
Consensus_v2,DC-Dubai-UAE,DTC-Stores-EMEA,2025-05-26,NK-AIR-MAX-GRY-XXL,262253.09,2055,SUPP-05,122,120,Economy,1233,1849,2025-05-22,2025-05-27,0,1,0,1438,2055,Capped,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-NA,2025-10-06,NK-KD-PPL-XL,277968.86,1213,SUPP-05,132,80,Express,727,1091,2025-10-01,2025-10-08,1,0,0,849,1213,Flexible,0,1
OP_Plan_2025,DC-Memphis-TN,DTC-Stores-EMEA,2025-05-26,NK-ZOOM-PEGA-GRN-7,456248.68,1544,SUPP-03,101,121,Priority,926,1389,2025-05-23,2025-05-29,1,1,0,1080,1544,Fixed,0,0
OP_Plan_2025,DC-Laakdal-BE,Wholesale-APAC,2025-03-10,NK-FREE-RN-GRY-13,190618.54,767,SUPP-01,41,53,Priority,460,690,2025-03-06,2025-03-11,0,0,0,536,767,Min-Max,0,0
Consensus_v2,DC-Memphis-TN,DTC-eComm-NA,2025-12-29,NK-REACT-GRY-XXL,34975.16,151,SUPP-05,22,9,Economy,90,135,2025-12-24,2025-12-30,1,0,0,105,151,Min-Max,1,0
Baseline_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-01-20,NK-REACT-GRN-12,564080.34,2645,SUPP-05,203,153,Standard,1587,2380,2025-01-14,2025-01-21,0,0,0,1851,2645,Capped,0,0
Baseline_v2,DC-Laakdal-BE,Retail-APAC,2025-03-31,NK-DUNK-OGR-7,140029.8,510,SUPP-03,68,34,Priority,306,459,2025-03-28,2025-04-03,0,0,0,357,510,Min-Max,0,0
Consensus_v2,DC-Portland-OR,Wholesale-APAC,2025-11-03,NK-AIR-FORCE-RED-S,64973.66,271,SUPP-01,37,5,Standard,162,243,2025-10-30,2025-11-06,0,0,0,189,271,Fixed,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-APAC,2025-02-17,NK-METCON-BLK-12,30905.3,148,SUPP-04,22,10,Priority,88,133,2025-02-14,2025-02-20,0,1,0,103,148,Min-Max,0,0
OP_Plan_2025,DC-Tokyo-JP,Wholesale-MEA,2025-01-20,NK-REACT-NVY-XXL,315946.81,1196,SUPP-02,115,68,Priority,717,1076,2025-01-17,2025-01-21,0,0,0,837,1196,Min-Max,0,0
Baseline_v2,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-04-07,NK-BLAZER-BLU-8,190203.78,846,SUPP-01,62,40,Economy,507,761,2025-04-03,2025-04-11,0,0,0,592,846,Fixed,0,0
Baseline_v1,DC-Dubai-UAE,Retail-APAC,2025-05-05,NK-VAPORFLY-OGR-9,378778.81,2007,SUPP-02,280,74,Economy,1204,1806,2025-04-29,2025-05-08,1,0,0,1404,2007,Min-Max,0,0
OP_Plan_2025,DC-Dubai-UAE,DTC-eComm-NA,2025-07-07,NK-AIR-FORCE-GRN-S,440727.81,1532,SUPP-05,157,109,Express,919,1378,2025-07-02,2025-07-09,0,0,0,1072,1532,Min-Max,0,1
Consensus_v2,DC-Shanghai-CN,DTC-Stores-NA,2025-07-28,NK-FREE-RN-BLK-S,442110.12,1856,SUPP-05,227,118,Express,1113,1670,2025-07-25,2025-07-31,0,0,0,1299,1856,Capped,1,0
Consensus_v1,DC-Johannesburg-ZA,Retail-APAC,2025-08-18,NK-BLAZER-WHT-7,382257.27,1539,SUPP-02,204,46,Economy,923,1385,2025-08-12,2025-08-20,1,0,0,1077,1539,Fixed,0,0
Baseline_v2,DC-Dubai-UAE,DTC-Stores-NA,2025-07-21,NK-JORDAN-OGR-XXL,100525.74,434,SUPP-03,64,16,Standard,260,390,2025-07-15,2025-07-25,0,0,1,303,434,Flexible,0,0
Consensus_v2,DC-Portland-OR,DTC-Stores-EMEA,2025-11-03,NK-CORTEZ-NVY-12,355910.48,1659,SUPP-05,89,127,Express,995,1493,2025-10-28,2025-11-07,0,0,0,1161,1659,Min-Max,0,0
Consensus_v2,DC-Memphis-TN,DTC-Stores-EMEA,2025-02-24,NK-FREE-RN-BLU-9,17708.82,274,SUPP-02,14,7,Economy,164,246,2025-02-19,2025-02-25,0,0,1,191,274,Fixed,1,0
Consensus_v1,DC-Portland-OR,Wholesale-APAC,2025-02-03,NK-DUNK-OGR-M,425747.03,1507,SUPP-02,93,90,Priority,904,1356,2025-01-28,2025-02-06,0,1,0,1054,1507,Min-Max,0,0
Baseline_v2,DC-Memphis-TN,Retail-EMEA,2025-10-27,NK-KD-BLU-8,5504.42,51,SUPP-03,5,2,Economy,30,45,2025-10-21,2025-10-28,0,0,0,35,51,Fixed,0,0
Consensus_v2,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-07-14,NK-ALPHAFLY-NVY-9,70155.15,429,SUPP-02,40,16,Standard,257,386,2025-07-11,2025-07-18,1,0,0,300,429,Fixed,0,0
Baseline_v2,DC-Dubai-UAE,Wholesale-LATAM,2025-11-10,NK-KD-RED-M,486073.1,1923,SUPP-04,181,81,Economy,1153,1730,2025-11-05,2025-11-14,0,0,0,1346,1923,Fixed,1,0
Consensus_v1,DC-Shanghai-CN,DTC-Stores-EMEA,2025-10-06,NK-REACT-NVY-12,523571.22,2525,SUPP-05,259,186,Economy,1515,2272,2025-10-01,2025-10-10,0,0,0,1767,2525,Capped,0,0
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-12-01,NK-KD-GLD-12,254120.44,2863,SUPP-04,227,210,Express,1717,2576,2025-11-25,2025-12-04,0,0,0,2004,2863,Fixed,0,0
Consensus_v1,DC-Johannesburg-ZA,Retail-APAC,2025-02-24,NK-REACT-GRN-8,451541.27,1888,SUPP-02,259,64,Priority,1132,1699,2025-02-19,2025-02-25,0,0,0,1321,1888,Capped,0,0
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-NA,2025-12-08,NK-DUNK-PPL-8,85607.69,339,SUPP-05,45,7,Standard,203,305,2025-12-04,2025-12-12,0,0,0,237,339,Flexible,0,0
Baseline_v2,DC-Shanghai-CN,Wholesale-APAC,2025-07-28,NK-HUARACHE-PPL-11,282710.69,1950,SUPP-01,253,116,Express,1170,1755,2025-07-25,2025-07-31,0,0,0,1365,1950,Capped,0,0
Baseline_v2,DC-Dubai-UAE,Retail-EMEA,2025-01-27,NK-VAPORFLY-BLK-XXL,445094.79,2166,SUPP-04,265,92,Express,1299,1949,2025-01-22,2025-01-29,1,0,0,1516,2166,Min-Max,0,0
Baseline_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2025-08-04,NK-SPORTS-BRA-INDY-GRY-S,124640.49,865,SUPP-02,122,41,Standard,519,778,2025-07-29,2025-08-08,0,1,1,605,865,Capped,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-MEA,2025-07-21,NK-REACT-PPL-S,81087.54,834,SUPP-01,80,52,Priority,500,750,2025-07-18,2025-07-24,1,0,0,583,834,Min-Max,1,1
Consensus_v1,DC-Memphis-TN,DTC-Stores-NA,2025-10-13,NK-AIR-MAX-BLU-12,81274.64,288,SUPP-03,38,19,Standard,172,259,2025-10-10,2025-10-15,0,0,0,201,288,Capped,0,0
OP_Plan_2025,DC-Memphis-TN,Wholesale-MEA,2025-09-22,NK-LEBRON-RED-10,190123.63,951,SUPP-01,134,41,Priority,570,855,2025-09-16,2025-09-26,0,0,0,665,951,Min-Max,0,0
Consensus_v1,DC-Laakdal-BE,Wholesale-NA,2025-10-27,NK-HUARACHE-BLK-8,344529.01,2350,SUPP-03,267,172,Standard,1410,2115,2025-10-21,2025-10-29,0,0,1,1645,2350,Capped,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2025-01-20,NK-METCON-GRN-7,69214.53,245,SUPP-01,32,4,Priority,147,220,2025-01-15,2025-01-22,0,0,0,171,245,Flexible,1,0
Baseline_v1,DC-Tokyo-JP,Wholesale-LATAM,2025-11-03,NK-LEBRON-BLU-9,53555.79,229,SUPP-02,33,11,Standard,137,206,2025-10-29,2025-11-05,0,1,0,160,229,Capped,0,0
Baseline_v1,DC-Johannesburg-ZA,Wholesale-NA,2025-09-22,NK-REACT-NVY-13,352372.3,1221,SUPP-01,160,82,Economy,732,1098,2025-09-17,2025-09-23,0,1,0,854,1221,Fixed,0,0
Baseline_v2,DC-Laakdal-BE,Wholesale-NA,2025-04-14,NK-AIR-MAX-BLU-XXL,531684.67,1916,SUPP-03,278,142,Priority,1149,1724,2025-04-11,2025-04-15,0,1,0,1341,1916,Fixed,1,0
Baseline_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2025-05-19,NK-ALPHAFLY-GRN-10,351671.28,2433,SUPP-05,169,112,Standard,1459,2189,2025-05-13,2025-05-21,1,0,0,1703,2433,Flexible,0,1
Consensus_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-02-10,NK-HOODIE-CLUB-GRY-M,326556.88,2743,SUPP-05,362,101,Economy,1645,2468,2025-02-06,2025-02-13,0,0,0,1920,2743,Min-Max,0,0
Baseline_v1,DC-Dubai-UAE,DTC-Stores-NA,2025-05-26,NK-JORDAN-GRY-7,352669.02,1359,SUPP-05,132,94,Express,815,1223,2025-05-21,2025-05-27,0,1,1,951,1359,Fixed,0,0
Baseline_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2025-01-13,NK-METCON-NVY-M,254209.55,2161,SUPP-01,242,105,Priority,1296,1944,2025-01-07,2025-01-15,0,0,0,1512,2161,Min-Max,0,0
Baseline_v2,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-10-06,NK-JORDAN-BLU-8,667280.72,2340,SUPP-04,334,150,Economy,1404,2106,2025-10-02,2025-10-08,0,0,0,1638,2340,Capped,0,0
Baseline_v2,DC-Laakdal-BE,Wholesale-MEA,2025-02-17,NK-CORTEZ-PPL-11,352174.44,2157,SUPP-04,320,121,Express,1294,1941,2025-02-11,2025-02-20,1,1,0,1509,2157,Capped,0,0
Consensus_v1,DC-Laakdal-BE,Wholesale-NA,2025-10-20,NK-FREE-RN-BLU-12,642981.31,2186,SUPP-04,112,58,Express,1311,1967,2025-10-15,2025-10-21,0,0,0,1530,2186,Fixed,0,0
Baseline_v1,DC-Memphis-TN,Wholesale-NA,2025-06-09,NK-TEE-PRO-GRY-M,303918.05,1668,SUPP-01,151,95,Standard,1000,1501,2025-06-03,2025-06-11,0,1,0,1167,1668,Fixed,0,0
Baseline_v2,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2025-09-08,NK-BLAZER-BLU-XL,66127.72,343,SUPP-03,44,19,Standard,205,308,2025-09-02,2025-09-10,0,0,0,240,343,Flexible,0,0
Consensus_v2,DC-Memphis-TN,DTC-eComm-NA,2025-12-22,NK-BLAZER-GLD-10,22486.97,212,SUPP-04,30,11,Economy,127,190,2025-12-16,2025-12-26,0,0,1,148,212,Capped,0,0
Consensus_v2,DC-Shanghai-CN,DTC-eComm-NA,2025-09-01,NK-POLO-DRI-NVY-L,213302.49,929,SUPP-05,65,64,Economy,557,836,2025-08-26,2025-09-03,0,0,0,650,929,Flexible,1,0
OP_Plan_2025,DC-Laakdal-BE,DTC-Stores-NA,2025-01-27,NK-HUARACHE-WHT-8,66002.74,675,SUPP-04,93,51,Standard,405,607,2025-01-21,2025-01-31,0,1,0,472,675,Flexible,0,0
Consensus_v1,DC-Shanghai-CN,Wholesale-MEA,2025-08-25,NK-LEBRON-GRY-7,55011.3,279,SUPP-03,24,16,Priority,167,251,2025-08-21,2025-08-28,0,1,0,195,279,Flexible,0,0
OP_Plan_2025,DC-Laakdal-BE,Retail-APAC,2025-06-02,NK-DUNK-GLD-13,43011.34,390,SUPP-04,27,14,Priority,234,351,2025-05-28,2025-06-03,0,1,0,273,390,Min-Max,0,0
OP_Plan_2025,DC-Laakdal-BE,Retail-APAC,2025-04-07,NK-AIR-FORCE-RED-11,335808.67,1777,SUPP-02,223,56,Economy,1066,1599,2025-04-04,2025-04-08,1,0,0,1243,1777,Capped,0,1
Baseline_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2025-01-06,NK-KD-OGR-S,269664.82,1283,SUPP-01,102,29,Express,769,1154,2025-01-02,2025-01-08,0,0,0,898,1283,Min-Max,0,0
Consensus_v2,DC-Shanghai-CN,DTC-Stores-NA,2025-12-08,NK-METCON-GLD-10,303630.08,2349,SUPP-03,146,75,Standard,1409,2114,2025-12-02,2025-12-12,0,1,1,1644,2349,Min-Max,0,0
Consensus_v1,DC-Memphis-TN,DTC-Stores-NA,2025-09-15,NK-BLAZER-WHT-XL,55637.58,341,SUPP-05,34,14,Express,204,306,2025-09-11,2025-09-17,0,1,0,238,341,Fixed,0,0
Consensus_v1,DC-Laakdal-BE,Wholesale-LATAM,2025-11-17,NK-VAPORFLY-OGR-L,458840.18,2391,SUPP-01,305,58,Express,1434,2151,2025-11-12,2025-11-20,0,0,0,1673,2391,Flexible,0,0
