Version.[Version Name],Location.[Location],Item.[Item],12W Accuracy,12W MAPE,4W Accuracy,4W MAPE,8W Accuracy,8W MAPE
Consensus_v1,DC-Tokyo-JP,NK-AIR-FORCE-GRY-7,61.84%,49.76%,78.39%,28.37%,68.79%,51.52%
Baseline_v2,DC-Laakdal-BE,NK-JORDAN-GRN-12,51.58%,60.00%,84.63%,25.10%,87.83%,15.57%
Consensus_v1,DC-Sao-Paulo-BR,NK-METCON-OGR-9,51.45%,60.00%,79.57%,25.59%,80.33%,27.86%
Baseline_v2,DC-Portland-OR,NK-VAPORFLY-GRY-9,53.20%,60.00%,76.51%,35.91%,73.78%,45.28%
Baseline_v1,DC-Tokyo-JP,NK-KD-OGR-12,63.79%,52.16%,87.62%,21.34%,71.69%,48.26%
OP_Plan_2025,DC-Tokyo-JP,NK-CORTEZ-OGR-9,67.03%,41.68%,82.76%,23.53%,65.69%,41.25%
Baseline_v2,DC-Tokyo-JP,NK-KD-PPL-9,51.09%,60.00%,94.26%,9.38%,72.71%,33.06%
Consensus_v2,DC-Sao-Paulo-BR,NK-FREE-RN-BLK-13,80.03%,27.75%,94.49%,6.63%,84.72%,21.16%
Consensus_v1,DC-Tokyo-JP,NK-HOODIE-CLUB-BLK-XL,78.94%,31.92%,88.56%,14.31%,64.77%,44.97%
Baseline_v2,DC-Johannesburg-ZA,NK-LEBRON-PPL-7,76.77%,30.30%,91.50%,11.28%,78.23%,27.07%
Consensus_v1,DC-Memphis-TN,NK-VAPORFLY-GRN-10,68.09%,46.87%,94.41%,8.19%,63.57%,60.00%
Consensus_v2,DC-Laakdal-BE,NK-VAPORFLY-BLK-8,51.56%,60.00%,94.03%,7.28%,86.91%,17.41%
Consensus_v1,DC-Dubai-UAE,NK-AIR-MAX-BLK-9,77.02%,33.82%,84.82%,20.11%,78.21%,30.82%
Baseline_v2,DC-Shanghai-CN,NK-HUARACHE-BLK-10,58.89%,57.47%,81.11%,33.81%,83.02%,22.01%
OP_Plan_2025,DC-Laakdal-BE,NK-AIR-FORCE-BLU-8,50.55%,60.00%,83.72%,23.47%,72.51%,36.72%
Baseline_v1,DC-Dubai-UAE,NK-LEGGING-EPIC-RED-S,62.84%,57.10%,74.88%,33.00%,62.83%,59.65%
Baseline_v2,DC-Johannesburg-ZA,NK-SPORTS-BRA-INDY-GRY-L,79.46%,33.58%,73.57%,38.34%,68.39%,46.97%
Consensus_v2,DC-Laakdal-BE,NK-DUNK-GRN-10,56.45%,60.00%,72.74%,42.29%,76.40%,33.23%
Consensus_v1,DC-Memphis-TN,NK-JORDAN-RED-10,74.72%,35.26%,82.13%,24.15%,81.38%,29.43%
Baseline_v1,DC-Dubai-UAE,NK-KD-NVY-8,63.02%,50.19%,76.08%,41.24%,81.31%,29.82%
Consensus_v2,DC-Dubai-UAE,NK-CORTEZ-GRN-11,64.00%,60.00%,81.92%,29.15%,69.52%,52.11%
Consensus_v1,DC-Shanghai-CN,NK-SHORT-DRI-WHT-L,65.14%,58.61%,78.15%,36.97%,87.89%,15.09%
Consensus_v1,DC-Tokyo-JP,NK-HUARACHE-RED-10,66.57%,44.65%,78.89%,35.76%,66.01%,47.60%
Consensus_v1,DC-Dubai-UAE,NK-AIR-MAX-GRY-12,58.77%,52.28%,87.42%,18.60%,77.95%,30.07%
Consensus_v2,DC-Memphis-TN,NK-CORTEZ-NVY-7,53.23%,60.00%,77.28%,27.74%,82.92%,26.81%
Baseline_v1,DC-Johannesburg-ZA,NK-JORDAN-OGR-11,74.92%,41.18%,76.81%,34.13%,66.06%,60.00%
Baseline_v2,DC-Dubai-UAE,NK-DUNK-WHT-10,50.44%,60.00%,75.17%,39.82%,77.50%,30.98%
OP_Plan_2025,DC-Shanghai-CN,NK-AIR-FORCE-OGR-7,61.00%,60.00%,80.67%,30.49%,76.23%,31.82%
Consensus_v2,DC-Laakdal-BE,NK-FREE-RN-WHT-9,76.80%,30.39%,74.40%,31.87%,71.04%,45.44%
Baseline_v1,DC-Laakdal-BE,NK-BLAZER-WHT-13,67.60%,46.92%,83.15%,21.29%,69.23%,53.37%
Baseline_v1,DC-Dubai-UAE,NK-KD-BLK-11,79.00%,27.59%,93.25%,10.69%,83.34%,20.58%
Baseline_v1,DC-Tokyo-JP,NK-VAPORFLY-WHT-7,71.74%,39.26%,82.34%,29.72%,66.20%,46.50%
Consensus_v2,DC-Portland-OR,NK-AIR-MAX-NVY-11,68.60%,44.30%,89.54%,12.98%,62.33%,60.00%
Baseline_v2,DC-Sao-Paulo-BR,NK-AIR-MAX-GLD-11,65.73%,43.74%,78.09%,34.46%,75.56%,41.97%
Baseline_v1,DC-Sao-Paulo-BR,NK-ALPHAFLY-BLK-9,53.21%,60.00%,84.65%,21.47%,66.39%,49.74%
Consensus_v2,DC-Tokyo-JP,NK-VAPORFLY-BLU-12,69.68%,54.16%,79.72%,25.34%,76.31%,32.29%
Consensus_v2,DC-Memphis-TN,NK-METCON-OGR-11,66.95%,54.78%,73.55%,32.26%,77.73%,34.99%
Baseline_v1,DC-Laakdal-BE,NK-KD-GRN-11,66.34%,42.05%,74.19%,41.42%,65.47%,59.67%
Consensus_v2,DC-Sao-Paulo-BR,NK-FREE-RN-BLU-12,50.25%,60.00%,89.85%,16.14%,67.53%,46.27%
Consensus_v2,DC-Portland-OR,NK-KD-BLK-10,53.19%,60.00%,90.94%,16.21%,72.69%,45.29%
Consensus_v2,DC-Sao-Paulo-BR,NK-DUNK-RED-9,55.36%,60.00%,75.88%,40.40%,78.86%,32.60%
Baseline_v2,DC-Sao-Paulo-BR,NK-AIR-FORCE-NVY-13,80.24%,31.38%,73.79%,45.36%,83.20%,26.38%
Consensus_v1,DC-Memphis-TN,NK-METCON-BLU-8,52.60%,57.20%,78.71%,35.32%,81.86%,24.95%
Consensus_v1,DC-Laakdal-BE,NK-AIR-MAX-RED-8,72.46%,41.24%,86.37%,23.63%,67.46%,58.23%
Consensus_v2,DC-Johannesburg-ZA,NK-LEBRON-WHT-12,79.13%,28.47%,93.72%,9.76%,70.96%,45.75%
OP_Plan_2025,DC-Johannesburg-ZA,NK-AIR-MAX-WHT-12,78.15%,37.45%,81.73%,29.27%,62.45%,60.00%
OP_Plan_2025,DC-Memphis-TN,NK-JORDAN-GRN-8,78.61%,38.07%,72.28%,39.90%,73.97%,45.40%
OP_Plan_2025,DC-Tokyo-JP,NK-TEE-PRO-BLK-L,53.60%,60.00%,85.51%,19.14%,82.54%,29.16%
Baseline_v2,DC-Sao-Paulo-BR,NK-ZOOM-PEGA-OGR-11,53.38%,60.00%,94.67%,9.22%,86.87%,18.45%
Baseline_v1,DC-Johannesburg-ZA,NK-JACKET-WIND-BLK-M,71.18%,42.66%,75.45%,39.17%,70.41%,41.56%
Baseline_v2,DC-Memphis-TN,NK-AIR-MAX-NVY-11,77.36%,30.60%,90.17%,12.18%,67.05%,52.52%
Baseline_v1,DC-Shanghai-CN,NK-METCON-WHT-12,64.84%,58.53%,76.87%,39.02%,82.11%,23.02%
Consensus_v1,DC-Tokyo-JP,NK-REACT-BLK-10,75.97%,34.90%,79.51%,25.55%,74.93%,32.31%
Consensus_v1,DC-Dubai-UAE,NK-HUARACHE-GLD-12,74.03%,32.16%,81.12%,26.84%,69.40%,53.45%
Baseline_v1,DC-Shanghai-CN,NK-CORTEZ-GLD-10,58.31%,60.00%,86.37%,16.47%,81.45%,23.28%
Baseline_v2,DC-Shanghai-CN,NK-FREE-RN-GRY-9,80.74%,24.49%,90.95%,15.63%,79.73%,30.91%
Baseline_v1,DC-Laakdal-BE,NK-REACT-WHT-11,58.34%,60.00%,80.78%,29.81%,81.16%,22.64%
Consensus_v1,DC-Sao-Paulo-BR,NK-AIR-FORCE-RED-10,51.39%,60.00%,81.46%,25.24%,87.97%,14.96%
Consensus_v1,DC-Memphis-TN,NK-ALPHAFLY-GRY-8,62.82%,48.59%,74.82%,38.75%,69.02%,44.47%
Consensus_v1,DC-Dubai-UAE,NK-CORTEZ-GRY-8,79.94%,32.08%,88.45%,18.65%,76.21%,38.56%
Consensus_v2,DC-Tokyo-JP,NK-KD-GRN-9,81.55%,22.68%,82.55%,27.15%,68.95%,49.29%
Consensus_v2,DC-Memphis-TN,NK-ZOOM-PEGA-PPL-13,59.72%,54.74%,79.32%,29.38%,71.77%,50.47%
Baseline_v2,DC-Shanghai-CN,NK-DUNK-GLD-13,66.25%,60.00%,93.00%,9.37%,65.15%,41.95%
Baseline_v2,DC-Dubai-UAE,NK-CORTEZ-NVY-12,54.79%,60.00%,89.98%,12.12%,83.24%,23.14%
Baseline_v2,DC-Dubai-UAE,NK-METCON-OGR-12,75.01%,36.47%,94.31%,9.99%,82.73%,27.39%
Baseline_v2,DC-Portland-OR,NK-DUNK-GRY-10,71.77%,38.83%,75.14%,38.05%,77.74%,36.13%
Baseline_v2,DC-Johannesburg-ZA,NK-DUNK-BLU-8,64.56%,59.45%,84.56%,22.24%,73.20%,33.08%
OP_Plan_2025,DC-Memphis-TN,NK-AIR-MAX-PPL-8,52.05%,60.00%,73.49%,43.56%,67.50%,46.67%
Consensus_v2,DC-Sao-Paulo-BR,NK-LEBRON-OGR-9,59.57%,60.00%,88.09%,14.96%,78.15%,38.24%
Consensus_v1,DC-Tokyo-JP,NK-REACT-GLD-7,72.57%,48.33%,88.51%,15.93%,69.96%,48.08%
OP_Plan_2025,DC-Johannesburg-ZA,NK-HUARACHE-GLD-8,66.52%,56.10%,91.87%,11.32%,87.73%,15.89%
Consensus_v2,DC-Sao-Paulo-BR,NK-ZOOM-PEGA-GRY-9,64.86%,60.00%,92.07%,12.54%,85.16%,20.86%
Baseline_v1,DC-Tokyo-JP,NK-LEBRON-NVY-8,56.05%,57.80%,85.61%,17.38%,62.03%,59.60%
Consensus_v2,DC-Shanghai-CN,NK-LEBRON-BLU-10,67.19%,56.10%,85.00%,21.63%,72.30%,36.45%
OP_Plan_2025,DC-Tokyo-JP,NK-BLAZER-WHT-11,58.22%,52.67%,73.81%,38.12%,86.59%,17.84%
Baseline_v2,DC-Dubai-UAE,NK-KD-GRY-13,53.67%,60.00%,72.45%,45.18%,72.86%,41.12%
Baseline_v1,DC-Laakdal-BE,NK-FREE-RN-GLD-13,62.24%,54.63%,85.37%,24.45%,69.64%,50.20%
Baseline_v1,DC-Laakdal-BE,NK-JORDAN-BLK-8,68.61%,40.12%,80.87%,31.90%,80.84%,23.67%
Baseline_v2,DC-Tokyo-JP,NK-JORDAN-BLU-9,53.16%,60.00%,79.15%,31.32%,66.21%,48.04%
Consensus_v1,DC-Johannesburg-ZA,NK-AIR-MAX-OGR-10,56.93%,58.50%,90.44%,16.71%,81.67%,31.04%
Consensus_v2,DC-Portland-OR,NK-SPORTS-BRA-INDY-RED-L,51.01%,60.00%,86.69%,19.07%,73.07%,33.53%
Baseline_v1,DC-Portland-OR,NK-BLAZER-GLD-8,62.34%,57.18%,82.76%,26.65%,72.01%,35.71%
Baseline_v1,DC-Tokyo-JP,NK-JORDAN-PPL-10,73.62%,42.83%,89.88%,13.07%,66.53%,42.18%
Consensus_v2,DC-Johannesburg-ZA,NK-ZOOM-PEGA-PPL-10,73.53%,45.41%,73.88%,33.47%,66.05%,53.59%
Consensus_v1,DC-Johannesburg-ZA,NK-FREE-RN-GRY-11,69.18%,38.45%,81.65%,23.08%,63.04%,54.98%
OP_Plan_2025,DC-Johannesburg-ZA,NK-VAPORFLY-RED-7,56.89%,60.00%,72.66%,33.86%,75.99%,39.17%
OP_Plan_2025,DC-Johannesburg-ZA,NK-LEGGING-EPIC-BLK-XL,81.74%,25.69%,89.17%,15.62%,79.64%,33.77%
Baseline_v1,DC-Shanghai-CN,NK-REACT-BLK-11,55.76%,60.00%,76.69%,37.66%,85.84%,20.34%
OP_Plan_2025,DC-Johannesburg-ZA,NK-REACT-GLD-10,75.40%,33.45%,77.37%,37.15%,62.20%,57.58%
OP_Plan_2025,DC-Memphis-TN,NK-AIR-MAX-GRY-11,60.28%,50.12%,82.25%,24.98%,83.73%,26.92%
OP_Plan_2025,DC-Tokyo-JP,NK-METCON-GRY-13,73.08%,34.74%,84.85%,21.64%,84.45%,24.82%
Consensus_v1,DC-Dubai-UAE,NK-AIR-FORCE-BLU-12,79.48%,32.49%,89.20%,15.54%,67.47%,49.21%
OP_Plan_2025,DC-Shanghai-CN,NK-VAPORFLY-OGR-7,73.11%,42.19%,85.61%,23.61%,75.39%,41.55%
Baseline_v2,DC-Laakdal-BE,NK-BLAZER-GRN-9,74.14%,42.22%,93.53%,8.30%,74.69%,34.30%
Baseline_v2,DC-Sao-Paulo-BR,NK-DUNK-WHT-13,63.02%,51.41%,89.08%,16.22%,63.30%,57.47%
Consensus_v2,DC-Portland-OR,NK-ZOOM-PEGA-BLK-9,66.80%,41.50%,74.13%,45.27%,82.24%,21.91%
Baseline_v2,DC-Portland-OR,NK-JORDAN-RED-12,79.64%,34.35%,73.95%,45.39%,85.59%,23.34%
Baseline_v2,DC-Sao-Paulo-BR,NK-SPORTS-BRA-INDY-RED-L,58.28%,60.00%,77.01%,32.10%,78.34%,28.23%
Baseline_v1,DC-Portland-OR,NK-JACKET-WIND-WHT-XL,68.03%,53.00%,93.87%,7.66%,62.15%,46.10%
Baseline_v1,DC-Shanghai-CN,NK-FREE-RN-BLK-9,61.90%,46.37%,77.72%,27.96%,81.50%,24.15%
Baseline_v1,DC-Tokyo-JP,NK-BLAZER-BLK-13,77.99%,29.23%,73.25%,42.64%,83.76%,23.12%
Baseline_v1,DC-Sao-Paulo-BR,NK-DUNK-GRY-12,67.46%,51.30%,86.27%,19.93%,77.95%,36.54%
OP_Plan_2025,DC-Memphis-TN,NK-LEBRON-WHT-7,76.26%,33.38%,75.72%,41.13%,77.25%,35.67%
Consensus_v2,DC-Sao-Paulo-BR,NK-ALPHAFLY-PPL-11,71.76%,49.09%,76.10%,41.94%,81.82%,27.07%
Baseline_v2,DC-Dubai-UAE,NK-HUARACHE-WHT-12,63.76%,58.51%,72.42%,39.54%,79.98%,32.38%
Consensus_v1,DC-Sao-Paulo-BR,NK-SPORTS-BRA-INDY-RED-M,74.00%,35.50%,75.74%,37.86%,74.77%,33.22%
Consensus_v1,DC-Dubai-UAE,NK-JORDAN-BLU-13,76.40%,31.68%,73.34%,43.14%,63.37%,60.00%
OP_Plan_2025,DC-Dubai-UAE,NK-HUARACHE-GRY-11,50.08%,60.00%,78.61%,33.27%,69.74%,37.32%
Baseline_v1,DC-Sao-Paulo-BR,NK-ALPHAFLY-NVY-11,54.63%,60.00%,81.82%,27.41%,65.82%,52.32%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-DUNK-RED-10,61.28%,50.50%,89.58%,12.64%,71.76%,35.76%
Baseline_v1,DC-Sao-Paulo-BR,NK-HUARACHE-RED-11,64.67%,53.48%,84.80%,20.18%,79.89%,35.71%
Consensus_v2,DC-Johannesburg-ZA,NK-REACT-BLU-7,54.92%,60.00%,94.34%,9.47%,76.11%,42.38%
Consensus_v1,DC-Dubai-UAE,NK-CORTEZ-GRY-13,60.69%,52.07%,77.18%,33.01%,84.80%,23.05%
Consensus_v2,DC-Johannesburg-ZA,NK-ZOOM-PEGA-NVY-8,75.00%,32.10%,87.03%,22.18%,86.22%,24.57%
Baseline_v1,DC-Memphis-TN,NK-SOCK-PERF-3PK-WHT,51.98%,60.00%,88.79%,17.03%,83.54%,23.95%
Consensus_v2,DC-Johannesburg-ZA,NK-AIR-FORCE-NVY-8,67.49%,43.02%,94.04%,8.70%,78.20%,34.87%
Baseline_v2,DC-Johannesburg-ZA,NK-AIR-FORCE-WHT-8,58.59%,51.69%,91.93%,13.53%,87.03%,16.12%
Consensus_v2,DC-Memphis-TN,NK-HUARACHE-GRY-12,65.58%,50.08%,74.30%,39.51%,72.70%,44.48%
Baseline_v1,DC-Shanghai-CN,NK-FREE-RN-BLU-13,58.69%,50.54%,92.10%,13.68%,62.29%,60.00%
Baseline_v1,DC-Memphis-TN,NK-AIR-MAX-PPL-7,60.43%,60.00%,92.69%,12.25%,77.13%,36.63%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-DUNK-NVY-13,69.62%,37.48%,74.68%,43.29%,75.00%,35.82%
Consensus_v1,DC-Shanghai-CN,NK-ALPHAFLY-BLU-12,62.81%,44.89%,88.37%,20.37%,68.46%,49.45%
Consensus_v1,DC-Tokyo-JP,NK-VAPORFLY-BLU-12,52.36%,60.00%,84.99%,25.94%,82.57%,26.70%
Consensus_v2,DC-Sao-Paulo-BR,NK-JORDAN-RED-13,75.51%,39.41%,73.49%,40.24%,85.44%,23.64%
OP_Plan_2025,DC-Shanghai-CN,NK-TEE-PRO-NVY-XL,52.73%,60.00%,79.13%,31.65%,67.61%,56.05%
OP_Plan_2025,DC-Johannesburg-ZA,NK-REACT-BLK-11,68.23%,48.30%,82.21%,22.64%,65.12%,57.05%
Baseline_v1,DC-Portland-OR,NK-ZOOM-PEGA-RED-11,81.07%,32.75%,86.89%,16.80%,77.32%,34.94%
Baseline_v1,DC-Shanghai-CN,NK-REACT-BLK-12,72.68%,33.81%,93.30%,11.31%,70.40%,52.96%
Consensus_v2,DC-Memphis-TN,NK-ZOOM-PEGA-BLU-13,64.20%,60.00%,78.75%,37.25%,66.47%,41.56%
Consensus_v2,DC-Portland-OR,NK-METCON-NVY-8,52.40%,60.00%,82.68%,21.05%,85.63%,21.72%
Consensus_v1,DC-Shanghai-CN,NK-DUNK-RED-13,68.31%,49.74%,75.57%,29.81%,87.74%,18.27%
Baseline_v1,DC-Sao-Paulo-BR,NK-AIR-FORCE-GLD-11,80.90%,24.76%,80.48%,23.54%,79.92%,35.91%
Consensus_v2,DC-Johannesburg-ZA,NK-REACT-OGR-10,70.44%,50.50%,86.66%,21.93%,66.71%,59.11%
Baseline_v2,DC-Memphis-TN,NK-FREE-RN-WHT-9,50.11%,60.00%,91.94%,14.29%,79.56%,31.26%
OP_Plan_2025,DC-Shanghai-CN,NK-METCON-GRY-12,51.36%,60.00%,79.01%,29.72%,72.93%,34.08%
OP_Plan_2025,DC-Shanghai-CN,NK-HUARACHE-OGR-8,80.51%,33.20%,86.59%,22.75%,73.12%,42.60%
Consensus_v1,DC-Laakdal-BE,NK-FREE-RN-OGR-11,54.82%,60.00%,76.02%,40.78%,65.91%,54.39%
Baseline_v2,DC-Sao-Paulo-BR,NK-FREE-RN-GLD-11,57.88%,60.00%,75.23%,35.24%,80.33%,28.15%
Consensus_v2,DC-Johannesburg-ZA,NK-HUARACHE-PPL-7,69.52%,46.83%,76.47%,41.99%,71.40%,44.64%
Baseline_v2,DC-Memphis-TN,NK-HUARACHE-OGR-12,53.22%,60.00%,78.18%,33.12%,84.95%,26.59%
OP_Plan_2025,DC-Laakdal-BE,NK-DUNK-GRY-7,77.40%,39.09%,87.93%,16.32%,71.27%,37.78%
OP_Plan_2025,DC-Laakdal-BE,NK-METCON-GRY-7,56.16%,60.00%,79.89%,35.83%,80.07%,28.72%
OP_Plan_2025,DC-Shanghai-CN,NK-FREE-RN-OGR-11,81.28%,23.05%,90.63%,11.97%,81.63%,24.40%
OP_Plan_2025,DC-Tokyo-JP,NK-ALPHAFLY-GRY-11,50.58%,60.00%,89.62%,14.79%,76.70%,39.63%
Baseline_v1,DC-Dubai-UAE,NK-LEBRON-GLD-13,68.62%,47.49%,77.13%,34.66%,64.37%,52.08%
Baseline_v1,DC-Dubai-UAE,NK-REACT-BLK-11,72.15%,48.64%,87.06%,20.84%,86.24%,17.72%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-LEBRON-OGR-12,68.37%,38.48%,81.07%,33.22%,84.04%,22.76%
Baseline_v1,DC-Dubai-UAE,NK-AIR-FORCE-OGR-12,52.13%,60.00%,94.89%,9.01%,62.11%,60.00%
Baseline_v1,DC-Johannesburg-ZA,NK-CORTEZ-GLD-13,55.10%,60.00%,93.96%,9.78%,76.02%,36.12%
Consensus_v2,DC-Sao-Paulo-BR,NK-AIR-MAX-GLD-10,53.27%,60.00%,90.78%,12.73%,73.28%,33.39%
Baseline_v2,DC-Memphis-TN,NK-VAPORFLY-GRY-10,60.20%,48.98%,84.37%,24.32%,76.13%,30.06%
OP_Plan_2025,DC-Laakdal-BE,NK-FREE-RN-GRN-12,76.93%,30.71%,87.93%,18.33%,73.29%,38.26%
OP_Plan_2025,DC-Tokyo-JP,NK-JORDAN-GLD-9,68.33%,54.50%,84.73%,27.13%,66.86%,46.76%
Baseline_v1,DC-Dubai-UAE,NK-FREE-RN-BLK-10,80.68%,32.88%,91.53%,11.36%,86.31%,24.26%
Consensus_v1,DC-Tokyo-JP,NK-ALPHAFLY-OGR-11,80.92%,24.65%,81.13%,31.95%,64.11%,49.89%
Consensus_v2,DC-Dubai-UAE,NK-FREE-RN-WHT-9,66.15%,59.24%,72.11%,41.99%,76.44%,39.93%
Baseline_v2,DC-Memphis-TN,NK-KD-GRY-7,70.21%,37.16%,92.80%,9.01%,67.63%,55.24%
Baseline_v2,DC-Memphis-TN,NK-JACKET-WIND-BLK-XL,63.66%,60.00%,79.21%,33.24%,83.83%,22.90%
Consensus_v2,DC-Dubai-UAE,NK-ZOOM-PEGA-GLD-9,58.02%,58.22%,72.14%,39.93%,69.22%,47.47%
Baseline_v2,DC-Shanghai-CN,NK-SPORTS-BRA-INDY-WHT-S,57.58%,60.00%,91.03%,10.90%,79.56%,35.97%
OP_Plan_2025,DC-Johannesburg-ZA,NK-DUNK-BLU-7,62.76%,52.27%,93.57%,9.75%,62.26%,52.95%
Consensus_v2,DC-Sao-Paulo-BR,NK-AIR-MAX-NVY-9,63.81%,60.00%,78.27%,32.69%,70.20%,53.47%
Consensus_v1,DC-Laakdal-BE,NK-JORDAN-PPL-11,55.89%,60.00%,74.96%,30.56%,72.77%,35.85%
Baseline_v2,DC-Laakdal-BE,NK-TEE-PRO-BLK-XL,60.46%,51.54%,88.99%,19.55%,84.42%,20.27%
Consensus_v2,DC-Tokyo-JP,NK-ZOOM-PEGA-RED-8,61.29%,55.17%,85.83%,18.23%,85.44%,19.00%
Consensus_v1,DC-Johannesburg-ZA,NK-DUNK-GLD-9,73.92%,38.25%,90.45%,15.58%,62.58%,57.59%
Baseline_v2,DC-Tokyo-JP,NK-DUNK-WHT-10,62.14%,60.00%,86.68%,16.49%,78.96%,36.75%
Consensus_v2,DC-Dubai-UAE,NK-ALPHAFLY-BLK-11,69.71%,47.87%,83.89%,21.40%,75.95%,40.92%
Consensus_v1,DC-Memphis-TN,NK-HUARACHE-OGR-11,70.36%,44.46%,83.79%,22.42%,73.95%,34.18%
OP_Plan_2025,DC-Memphis-TN,NK-VAPORFLY-NVY-12,60.85%,60.00%,83.03%,29.40%,76.73%,37.45%
Baseline_v2,DC-Portland-OR,NK-ZOOM-PEGA-GRY-9,71.74%,44.96%,77.65%,35.56%,83.64%,24.14%
Baseline_v1,DC-Dubai-UAE,NK-BLAZER-GRY-8,59.80%,54.22%,92.55%,13.13%,82.29%,31.04%
Baseline_v2,DC-Tokyo-JP,NK-CORTEZ-GRY-13,56.33%,60.00%,94.64%,9.09%,76.43%,32.46%
Consensus_v1,DC-Johannesburg-ZA,NK-LEBRON-BLU-8,51.14%,60.00%,91.96%,12.76%,62.53%,60.00%
OP_Plan_2025,DC-Johannesburg-ZA,NK-CORTEZ-RED-9,60.18%,60.00%,77.92%,31.55%,71.26%,40.91%
Baseline_v1,DC-Johannesburg-ZA,NK-JORDAN-NVY-9,75.15%,38.11%,72.06%,44.06%,77.30%,34.56%
Baseline_v2,DC-Memphis-TN,NK-HUARACHE-BLU-12,60.74%,59.59%,90.54%,12.37%,83.14%,29.74%
Baseline_v2,DC-Sao-Paulo-BR,NK-DUNK-GLD-11,70.06%,39.05%,82.26%,24.58%,77.79%,29.12%
Baseline_v1,DC-Memphis-TN,NK-SHORT-DRI-RED-L,67.63%,53.80%,81.30%,28.65%,86.39%,22.25%
Baseline_v1,DC-Sao-Paulo-BR,NK-VAPORFLY-GLD-10,58.53%,58.35%,94.73%,8.41%,71.50%,42.24%
OP_Plan_2025,DC-Memphis-TN,NK-AIR-FORCE-BLK-7,51.19%,60.00%,76.23%,40.50%,65.16%,46.30%
Baseline_v2,DC-Laakdal-BE,NK-BLAZER-BLK-10,79.87%,26.81%,73.79%,46.55%,84.85%,25.03%
Baseline_v2,DC-Dubai-UAE,NK-CORTEZ-GLD-13,56.56%,60.00%,88.44%,16.54%,82.04%,23.09%
Baseline_v1,DC-Tokyo-JP,NK-DUNK-RED-12,60.72%,60.00%,78.69%,32.22%,72.17%,49.42%
Baseline_v2,DC-Memphis-TN,NK-METCON-GLD-10,78.43%,30.91%,89.20%,18.88%,81.63%,24.55%
Consensus_v1,DC-Johannesburg-ZA,NK-KD-GRN-11,69.80%,37.43%,86.89%,15.76%,68.60%,46.99%
Baseline_v1,DC-Memphis-TN,NK-FREE-RN-GRN-10,61.56%,60.00%,94.78%,7.14%,87.36%,16.55%
Baseline_v1,DC-Sao-Paulo-BR,NK-ALPHAFLY-NVY-10,64.90%,60.00%,82.25%,21.85%,69.81%,45.78%
Consensus_v1,DC-Memphis-TN,NK-KD-GRN-7,56.15%,60.00%,83.58%,21.58%,84.78%,23.48%
Baseline_v1,DC-Sao-Paulo-BR,NK-JACKET-WIND-WHT-XL,57.71%,60.00%,85.33%,18.58%,67.60%,44.32%
Baseline_v2,DC-Johannesburg-ZA,NK-VAPORFLY-BLU-13,62.03%,60.00%,75.85%,32.83%,73.58%,42.99%
OP_Plan_2025,DC-Memphis-TN,NK-REACT-BLU-10,51.79%,60.00%,88.31%,15.62%,79.07%,27.18%
Consensus_v2,DC-Tokyo-JP,NK-AIR-FORCE-NVY-8,77.35%,29.82%,93.39%,10.65%,70.33%,39.14%
Baseline_v2,DC-Tokyo-JP,NK-AIR-MAX-BLU-11,80.28%,35.47%,93.58%,11.43%,87.32%,15.52%
Consensus_v2,DC-Portland-OR,NK-ZOOM-PEGA-GRY-8,52.66%,60.00%,91.81%,13.91%,69.33%,46.88%
Baseline_v2,DC-Memphis-TN,NK-CORTEZ-RED-8,75.60%,41.50%,78.96%,31.06%,68.55%,44.82%
Baseline_v1,DC-Laakdal-BE,NK-BLAZER-RED-11,78.37%,35.26%,78.16%,26.91%,86.03%,22.30%
OP_Plan_2025,DC-Johannesburg-ZA,NK-VAPORFLY-BLU-8,56.93%,60.00%,74.34%,36.14%,75.99%,40.49%
Baseline_v1,DC-Memphis-TN,NK-BLAZER-GRY-11,67.80%,46.46%,83.84%,20.01%,71.27%,44.84%
Consensus_v2,DC-Laakdal-BE,NK-LEBRON-GRY-13,69.59%,41.70%,77.82%,39.12%,72.29%,45.19%
Baseline_v2,DC-Shanghai-CN,NK-ZOOM-PEGA-RED-8,54.92%,57.70%,79.24%,30.92%,87.19%,20.55%
Consensus_v2,DC-Laakdal-BE,NK-ALPHAFLY-BLK-11,50.31%,60.00%,78.79%,25.72%,86.55%,17.51%
OP_Plan_2025,DC-Laakdal-BE,NK-FREE-RN-WHT-7,71.87%,43.99%,94.37%,6.95%,66.06%,42.87%
OP_Plan_2025,DC-Laakdal-BE,NK-AIR-FORCE-BLU-8,50.59%,60.00%,76.29%,31.27%,74.28%,38.44%
OP_Plan_2025,DC-Shanghai-CN,NK-VAPORFLY-GRY-11,81.69%,32.96%,79.11%,36.17%,69.75%,49.84%
Consensus_v2,DC-Dubai-UAE,NK-HOODIE-CLUB-RED-XL,65.45%,47.64%,74.53%,37.06%,62.46%,45.80%
Baseline_v1,DC-Laakdal-BE,NK-CORTEZ-BLU-12,77.91%,32.04%,90.16%,15.79%,77.84%,27.23%
OP_Plan_2025,DC-Laakdal-BE,NK-ALPHAFLY-WHT-7,64.39%,55.83%,87.20%,20.43%,84.05%,26.34%
