Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
Raw-Material,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Make,Safety-Stock-Build,ORD-2025-000937,DC-Portland-OR,2025-W41,NK-FREE-RN-RED-7,2953,319,3272,3192,1791
Packaging,FIRM,SUP-China-SHH,Consensus_v2,Buy,Make-to-Stock,ORD-2025-000938,DC-Shanghai-CN,2025-W23,NK-ALPHAFLY-GLD-10,185,591,776,782,607
Raw-Material,FORECAST,SUP-China-GZH,Consensus_v2,Make,Make-to-Order,ORD-2025-000939,DC-Sao-Paulo-BR,2025-W50,NK-AIR-FORCE-OGR-10,784,80,864,890,536
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Transfer,Safety-Stock-Build,ORD-2025-000940,DC-Tokyo-JP,2025-W20,NK-DUNK-BLK-8,206,36,242,232,190
Raw-Material,FIRM,SUP-China-SHH,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000941,DC-Dubai-UAE,2025-W09,NK-METCON-WHT-11,1028,2270,3298,3151,2227
WIP,FIRM,SUP-Cambodia-PNH,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000942,DC-Johannesburg-ZA,2025-W25,NK-FREE-RN-WHT-10,209,1499,1708,1781,1029
Raw-Material,FIRM,SUP-Indonesia-JKT,OP_Plan_2025,Transfer,Seasonal-Build,ORD-2025-000943,DC-Shanghai-CN,2025-W02,NK-AIR-FORCE-PPL-10,666,4177,4843,4798,3794
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000944,DC-Johannesburg-ZA,2025-W36,NK-VAPORFLY-NVY-9,1881,170,2051,1967,1480
Packaging,FORECAST,SUP-India-CHN,Baseline_v2,Make,Safety-Stock-Build,ORD-2025-000945,DC-Sao-Paulo-BR,2025-W27,NK-ZOOM-PEGA-OGR-12,3226,528,3754,3826,2706
Finished-Goods,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Transfer,Seasonal-Build,ORD-2025-000946,DC-Laakdal-BE,2025-W39,NK-BLAZER-WHT-7,3016,629,3645,3772,2520
WIP,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Make,Make-to-Stock,ORD-2025-000947,DC-Laakdal-BE,2025-W20,NK-FREE-RN-BLU-12,2242,426,2668,2679,1471
Raw-Material,FORECAST,SUP-India-CHN,Baseline_v2,Transfer,Safety-Stock-Build,ORD-2025-000948,DC-Shanghai-CN,2025-W49,NK-AIR-MAX-NVY-12,4448,484,4932,5141,3776
Packaging,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Transfer,Replenishment,ORD-2025-000949,DC-Tokyo-JP,2025-W26,NK-KD-BLK-8,306,79,385,369,275
WIP,FIRM,SUP-Indonesia-JKT,Consensus_v2,Transfer,Seasonal-Build,ORD-2025-000950,DC-Johannesburg-ZA,2025-W41,NK-CORTEZ-RED-12,167,467,634,635,332
Semi-Finished,FORECAST,SUP-India-CHN,Baseline_v1,Buy,Make-to-Order,ORD-2025-000951,DC-Johannesburg-ZA,2025-W10,NK-HUARACHE-GLD-10,1531,250,1781,1721,1322
Semi-Finished,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Transfer,Make-to-Order,ORD-2025-000952,DC-Memphis-TN,2025-W25,NK-HUARACHE-WHT-12,1089,175,1264,1232,733
Raw-Material,FIRM,SUP-Indonesia-JKT,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000953,DC-Laakdal-BE,2025-W09,NK-ALPHAFLY-WHT-13,441,2070,2511,2614,1643
Packaging,FIRM,SUP-India-CHN,Consensus_v1,Make,Replenishment,ORD-2025-000954,DC-Shanghai-CN,2025-W23,NK-KD-OGR-13,753,3713,4466,4413,3161
Packaging,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Make,Replenishment,ORD-2025-000955,DC-Sao-Paulo-BR,2025-W04,NK-ALPHAFLY-WHT-10,3173,740,3913,3800,2613
WIP,FORECAST,SUP-China-SHH,Baseline_v2,Make,Make-to-Stock,ORD-2025-000956,DC-Johannesburg-ZA,2025-W16,NK-LEBRON-GRY-8,3478,474,3952,3795,2945
Semi-Finished,FIRM,SUP-India-CHN,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000957,DC-Laakdal-BE,2025-W21,NK-HUARACHE-OGR-10,83,261,344,356,293
Raw-Material,FIRM,SUP-Mexico-MTY,Consensus_v1,Transfer,Make-to-Order,ORD-2025-000958,DC-Dubai-UAE,2025-W06,NK-ZOOM-PEGA-RED-13,732,3149,3881,3860,3080
Packaging,FIRM,SUP-Vietnam-HCM,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000959,DC-Memphis-TN,2025-W41,NK-METCON-BLK-7,621,1674,2295,2263,1754
Semi-Finished,FORECAST,SUP-China-GZH,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000960,DC-Shanghai-CN,2025-W49,NK-HUARACHE-GLD-10,3680,337,4017,3990,2329
Finished-Goods,FIRM,SUP-India-CHN,Consensus_v1,Transfer,Make-to-Order,ORD-2025-000961,DC-Sao-Paulo-BR,2025-W01,NK-AIR-FORCE-GLD-13,510,1509,2019,1984,1362
Semi-Finished,FIRM,SUP-Vietnam-HCM,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000962,DC-Shanghai-CN,2025-W39,NK-REACT-GRN-7,453,1442,1895,1870,1118
Raw-Material,FIRM,SUP-Indonesia-JKT,Consensus_v2,Transfer,Safety-Stock-Build,ORD-2025-000963,DC-Tokyo-JP,2025-W08,NK-JORDAN-GRN-10,412,1250,1662,1731,1280
Semi-Finished,FIRM,SUP-India-CHN,Baseline_v1,Make,Make-to-Order,ORD-2025-000964,DC-Dubai-UAE,2025-W05,NK-BLAZER-GRN-11,934,3080,4014,4191,2428
Raw-Material,FORECAST,SUP-Indonesia-JKT,OP_Plan_2025,Transfer,Seasonal-Build,ORD-2025-000965,DC-Laakdal-BE,2025-W49,NK-FREE-RN-GRY-8,1332,105,1437,1508,849
Packaging,FORECAST,SUP-Mexico-MTY,Baseline_v2,Buy,Replenishment,ORD-2025-000966,DC-Dubai-UAE,2025-W29,NK-ZOOM-PEGA-RED-12,1725,312,2037,2016,1547
Semi-Finished,FIRM,SUP-Cambodia-PNH,Consensus_v1,Make,Make-to-Order,ORD-2025-000967,DC-Johannesburg-ZA,2025-W35,NK-LEBRON-BLK-12,503,1329,1832,1842,941
WIP,FORECAST,SUP-Bangladesh-DAC,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000968,DC-Tokyo-JP,2025-W17,NK-CORTEZ-BLK-12,1470,339,1809,1775,1485
WIP,FIRM,SUP-Mexico-MTY,Baseline_v1,Transfer,Safety-Stock-Build,ORD-2025-000969,DC-Laakdal-BE,2025-W30,NK-VAPORFLY-NVY-12,866,3584,4450,4596,2941
Semi-Finished,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Transfer,Replenishment,ORD-2025-000970,DC-Tokyo-JP,2025-W35,NK-ZOOM-PEGA-GRY-7,1051,137,1188,1233,846
Semi-Finished,FIRM,SUP-Mexico-MTY,Baseline_v2,Make,Safety-Stock-Build,ORD-2025-000971,DC-Memphis-TN,2025-W50,NK-BLAZER-GRY-10,530,2585,3115,3175,2579
Finished-Goods,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000972,DC-Dubai-UAE,2025-W01,NK-CORTEZ-GRY-11,2599,343,2942,3009,1549
Packaging,FIRM,SUP-Cambodia-PNH,OP_Plan_2025,Transfer,Seasonal-Build,ORD-2025-000973,DC-Johannesburg-ZA,2025-W40,NK-REACT-PPL-9,299,1922,2221,2121,1768
Raw-Material,FORECAST,SUP-Vietnam-HCM,Baseline_v2,Transfer,Seasonal-Build,ORD-2025-000974,DC-Johannesburg-ZA,2025-W37,NK-BLAZER-RED-8,3315,671,3986,3928,3266
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Buy,Make-to-Stock,ORD-2025-000975,DC-Portland-OR,2025-W28,NK-HUARACHE-NVY-9,2935,258,3193,3055,2411
Packaging,FORECAST,SUP-Bangladesh-DAC,Consensus_v2,Transfer,Safety-Stock-Build,ORD-2025-000976,DC-Laakdal-BE,2025-W01,NK-REACT-PPL-9,859,160,1019,1061,846
WIP,FORECAST,SUP-China-GZH,Consensus_v2,Transfer,Replenishment,ORD-2025-000977,DC-Sao-Paulo-BR,2025-W39,NK-ZOOM-PEGA-RED-12,825,76,901,891,446
WIP,FIRM,SUP-Cambodia-PNH,Baseline_v1,Make,Make-to-Stock,ORD-2025-000978,DC-Tokyo-JP,2025-W49,NK-METCON-NVY-7,39,279,318,308,235
WIP,FIRM,SUP-India-CHN,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000979,DC-Memphis-TN,2025-W02,NK-BLAZER-WHT-11,620,1980,2600,2505,1491
Packaging,FORECAST,SUP-Bangladesh-DAC,Baseline_v2,Transfer,Seasonal-Build,ORD-2025-000980,DC-Shanghai-CN,2025-W10,NK-AIR-MAX-GLD-9,2503,582,3085,3079,1587
Semi-Finished,FORECAST,SUP-India-CHN,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000981,DC-Portland-OR,2025-W06,NK-LEBRON-OGR-7,1811,413,2224,2275,1351
Finished-Goods,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Buy,Replenishment,ORD-2025-000982,DC-Sao-Paulo-BR,2025-W09,NK-DUNK-BLU-9,2339,580,2919,2859,2221
Raw-Material,FORECAST,SUP-India-CHN,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000983,DC-Laakdal-BE,2025-W04,NK-VAPORFLY-BLK-11,1440,164,1604,1564,1026
Raw-Material,FORECAST,SUP-Mexico-MTY,Consensus_v2,Make,Seasonal-Build,ORD-2025-000984,DC-Johannesburg-ZA,2025-W27,NK-BLAZER-BLK-13,1064,197,1261,1256,987
WIP,FIRM,SUP-Cambodia-PNH,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000985,DC-Memphis-TN,2025-W32,NK-CORTEZ-BLK-7,1146,3884,5030,5133,3316
Finished-Goods,FIRM,SUP-China-SHH,Consensus_v2,Buy,Make-to-Stock,ORD-2025-000986,DC-Shanghai-CN,2025-W31,NK-HUARACHE-OGR-13,1015,3329,4344,4260,3479
Packaging,FORECAST,SUP-India-CHN,Baseline_v1,Transfer,Safety-Stock-Build,ORD-2025-000987,DC-Tokyo-JP,2025-W42,NK-ZOOM-PEGA-BLK-10,1341,261,1602,1586,1253
Semi-Finished,FORECAST,SUP-China-GZH,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000988,DC-Shanghai-CN,2025-W27,NK-ZOOM-PEGA-BLK-8,4274,1021,5295,5091,3289
Raw-Material,FORECAST,SUP-Vietnam-HCM,Consensus_v2,Make,Seasonal-Build,ORD-2025-000989,DC-Laakdal-BE,2025-W33,NK-JORDAN-GLD-7,2034,598,2632,2609,2023
Raw-Material,FORECAST,SUP-Bangladesh-DAC,Baseline_v1,Make,Make-to-Stock,ORD-2025-000990,DC-Laakdal-BE,2025-W39,NK-AIR-FORCE-BLK-9,1487,381,1868,1838,1268
Packaging,FIRM,SUP-India-CHN,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000991,DC-Shanghai-CN,2025-W23,NK-BLAZER-GRY-8,600,2652,3252,3330,2396
Finished-Goods,FIRM,SUP-Vietnam-HCM,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000992,DC-Dubai-UAE,2025-W08,NK-VAPORFLY-GLD-11,154,422,576,553,438
Finished-Goods,FIRM,SUP-China-SHH,Baseline_v2,Make,Safety-Stock-Build,ORD-2025-000993,DC-Portland-OR,2025-W52,NK-BLAZER-BLU-7,448,1535,1983,2031,1256
Finished-Goods,FORECAST,SUP-India-CHN,Consensus_v2,Make,Make-to-Stock,ORD-2025-000994,DC-Sao-Paulo-BR,2025-W37,NK-REACT-OGR-13,374,30,404,406,304
Packaging,FIRM,SUP-China-GZH,OP_Plan_2025,Make,Replenishment,ORD-2025-000995,DC-Portland-OR,2025-W44,NK-METCON-GLD-8,469,1861,2330,2292,1244
Raw-Material,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Make,Safety-Stock-Build,ORD-2025-000996,DC-Dubai-UAE,2025-W14,NK-ALPHAFLY-GRN-9,2221,525,2746,2618,2137
Packaging,FIRM,SUP-Bangladesh-DAC,OP_Plan_2025,Transfer,Seasonal-Build,ORD-2025-000997,DC-Tokyo-JP,2025-W45,NK-VAPORFLY-GRY-7,391,1225,1616,1638,1199
Semi-Finished,FIRM,SUP-Mexico-MTY,Baseline_v1,Transfer,Replenishment,ORD-2025-000998,DC-Memphis-TN,2025-W27,NK-DUNK-NVY-9,482,1399,1881,1883,1027
Packaging,FORECAST,SUP-Mexico-MTY,Baseline_v2,Buy,Make-to-Stock,ORD-2025-000999,DC-Johannesburg-ZA,2025-W35,NK-AIR-MAX-WHT-12,2522,772,3294,3158,2505
Finished-Goods,FORECAST,SUP-China-SHH,Baseline_v2,Transfer,Seasonal-Build,ORD-2025-001000,DC-Memphis-TN,2025-W23,NK-VAPORFLY-BLU-11,1626,100,1726,1663,1152
